rounds,accuracy
round_0,0.4328968903436989
round_1,0.5080014548099655
round_2,0.5275504637206765
round_3,0.5616475722858701
round_4,0.571649390798327
round_5,0.5931987634115293
round_6,0.6143844335333697
round_7,0.6303873431533006
round_8,0.6308419712675032
round_9,0.6420258228768867
